0,1,2
33.732172149553,1.2406889908719616,12.772668411120476
-11.926071555704763,-18.955475306939544,-3.8604986076917833
-41.22486840583588,5.739180855571908,2.4669116670836444
49.08669285277542,-1.2097514857248852,-0.19602937805706416
49.08669285277542,-1.2097514857248852,-0.19602937805706416
-41.22486840583588,5.739180855571908,2.466911667083596
-3.626603275881581,-4.4898504480231685,0.9123702550602375
33.73217214955277,1.240688990872228,12.772668411120522
-11.926071555704763,-18.955475306939498,-3.8604986076917913
-11.172126225131201,-4.670621564754532,-4.299814503907193
-79.24982780632487,-3.737818240734751,-1.14655993766946
-33.18167758535375,-10.011725374089252,-0.34270889278684796
-66.37136554603552,-2.0763892739995105,-1.9457051758643091
7.5361672097477825,10.978448445394248,-5.572856774278496
34.5379869945761,-3.18222818616687,11.301034125878278
-27.568224218289387,-0.17765803600915173,-3.6339696758627738
-39.56830517965201,5.140145028178125,-3.3723306768316537
-63.004465656675954,10.524777441718403,-2.503706350889113
26.405397752676272,-26.312103287721982,-6.241759305833203
-5.442014368692366,0.14982085470887785,1.4546772109200827
-63.004465656675954,10.524777441718403,-2.503706350889113
-39.49270087686921,-6.212572747434022,-1.544032755298072
-14.507596032703152,9.742007274823965,-4.138747777359081
25.65630300342964,-17.8273119609507,-5.74702979623618
-1.7837682239250945,-19.656951514815184,-4.678417969167468
108.32802896866849,-8.013781353170181,-2.5078513719042506
7.033447903942881,-2.3867461079897714,-5.644123073730391
1.786939274842759,-3.850039616941433,2.2717338056475107
-11.188636961622228,-16.065433484198735,-4.595845702844079
-23.270257813188127,7.986227768483175,-3.5246781395457942
-0.30265701473252915,-15.679910243877066,4.298069338135702
-95.7160961239873,-3.4009573511758986,-0.5650989822605729
-38.31082773353928,5.854351177155516,-2.5809719123142747
-18.788234038116926,12.955696985801389,-4.040380597847473
36.09549693485367,-23.38690111173466,7.144880597147938
-18.799346490468626,-9.836086559310285,-3.809368311511475
7.517141991279848,-12.763004709565674,-1.1252328548972452
0.10280227884490174,2.6183955211562266,-5.276680638308617
13.367322468775846,6.7009842677973905,10.964639180471709
13.367322468775846,6.7009842677973905,10.964639180471709
26.010291809382682,21.491321685134718,-5.351816540174968
25.065364419741492,21.759968358711774,-4.910790505278403
18.99982878317714,-12.723525644442878,0.3288280866683904
12.317556690773804,-5.886676223205736,-5.4117820966860135
14.245413085376477,-6.412943905084763,-5.496353061061106
28.07641411933718,-4.996706870169832,-6.226121820902212
72.36599832634673,8.895728310745515,-5.539873336915377
73.06469749112195,7.679385722873799,-5.565839907416663
18.99982878317714,-12.723525644442878,0.3288280866683904
10.29834211866699,-6.283885235121072,-1.7295299663193586
32.017579738541585,-13.320411843631971,-6.235304397615937
-13.1353213732639,7.272454042549087,-4.80292691754028
-58.33027333137482,0.9448294841103857,-2.526612096500517
-28.557557726983283,11.464267687409265,-4.200876702225608
-5.668453170048798,4.17843357356436,-5.146061109111472
48.83733449286791,-19.98433397810389,-7.196966026397347
72.65671049881686,-17.899716657157324,2.3186489191379365
12.477216783824193,11.991577196731773,5.343889449001783
-60.9599529246392,5.886845227265756,1.0969724074691243
-24.33311906614557,15.486722296851461,-4.166305653396219
-16.242642387617455,-1.1181477263654565,-0.5286196242971998
12.477216783824193,11.991577196731773,5.343889449001783
7.140835761987104,-21.071151000835247,-5.313277444561825
-60.9599529246392,5.886845227265756,1.0969724074691243
-17.13090072379072,0.06423298249896296,-4.131547593588195
-19.57510894157008,-1.3525041236224766,-4.097086412926052
-16.047317894675537,-4.2118434712516,0.652449822524313
46.08232204971491,34.62399393784619,-7.828481810101754
-42.432090543177054,5.968889967683896,-2.354855231569956
-35.70981748424824,-5.004613832676173,5.596236024487294
105.22871939275296,-15.487870065777551,-3.3419955872326503
100.42868295590655,-11.69267522589355,-6.382562686981617
